집계년도,시군명,관리기관명,단속일시정보,단속장소,단속방법,데이터기준일자,단속일시_월,단속일시_연,단속일시_일,단속일시_요일,단속일시_시,단속일시_isdaytime,단속일시_season,latitude,longitude
2023,수원시,영통구청,2023-09-14 19:52:00,영통동 반달로128번길,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.2546207483648,127.075845305625
2023,수원시,장안구청,2023-09-14 19:52:00,파장동 파장동 614,국민신문고,2023-12-01,9,2023,14,Thursday,19,night,fall,37.3081430354003,126.990089585836
2023,수원시,영통구청,2023-09-14 19:53:00,영통동 청명남로,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.2524809028503,127.075354863664
2023,수원시,영통구청,2023-09-14 19:53:00,영통동 반달로128번길,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.2546207483648,127.075845305625
2023,수원시,영통구청,2023-09-14 19:54:00,영통동 청명남로,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.2524809028503,127.075354863664
2023,수원시,영통구청,2023-09-14 19:54:00,영통동 청명남로,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.2524809028503,127.075354863664
2023,수원시,영통구청,2023-09-14 19:54:00,영통동 청명남로,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.2524809028503,127.075354863664
2023,수원시,장안구청,2023-09-14 19:54:00,파장동 파장동 615-2,국민신문고,2023-12-01,9,2023,14,Thursday,19,night,fall,37.306503696747,126.992632858868
2023,수원시,장안구청,2023-09-14 19:56:00,파장동 파장동 580-8,국민신문고,2023-12-01,9,2023,14,Thursday,19,night,fall,37.3065770032657,126.992049002508
2023,수원시,장안구청,2023-09-14 19:59:00,이목동 장안로385번길,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.3132019644836,126.982812164143
2023,수원시,장안구청,2023-09-14 19:59:00,이목동 장안로385번길,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.3132019644836,126.982812164143
2023,수원시,장안구청,2023-09-14 19:59:00,이목동 장안로385번길,주행형,2023-12-01,9,2023,14,Thursday,19,night,fall,37.3132019644836,126.982812164143
2023,수원시,장안구청,2023-09-14 19:59:00,파장동 파장동 615-3,국민신문고,2023-12-01,9,2023,14,Thursday,19,night,fall,37.3069709479448,126.992228087261
2023,수원시,장안구청,2023-09-14 20:00:00,이목동 장안로385번길,주행형,2023-12-01,9,2023,14,Thursday,20,night,fall,37.3132019644836,126.982812164143
2023,수원시,장안구청,2023-09-14 20:00:00,이목동 장안로385번길,주행형,2023-12-01,9,2023,14,Thursday,20,night,fall,37.3132019644836,126.982812164143
2023,수원시,영통구청,2023-09-14 20:05:00,영통구 영통동 1079,국민신문고,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2510799870911,127.07545367346
2023,수원시,팔달구청,2023-09-14 20:06:00,인계동 1146 (교차로모퉁이),국민신문고,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2590955298368,127.032782113268
2023,수원시,권선구청,2023-09-14 20:07:00,세류동 1189,국민신문고,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2532237187771,127.018571812881
2023,수원시,팔달구청,2023-09-14 20:10:00,경기도수원시팔달구화서동 수원시 팔달구 화서동 183-7,보행,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2792007361465,126.997183068636
2023,수원시,권선구청,2023-09-14 20:11:00,권선동 1297-7 인도,국민신문고,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2502591527252,127.035367580399
2023,수원시,권선구청,2023-09-14 20:14:00,권선동 1278 소화전,국민신문고,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2539393985759,127.031117022142
2023,수원시,영통구청,2023-09-14 20:14:00,영통구 영통동 1084,주민신고제,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2532806036601,127.077549637783
2023,수원시,권선구청,2023-09-14 20:16:00,경기도수원시권선구구운동 수원시 권선구 구운동 554,보행,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2798328067927,126.974090149083
2023,수원시,권선구청,2023-09-14 20:16:00,권선동 1130 버스정류소,국민신문고,2023-12-01,9,2023,14,Thursday,20,night,fall,37.2554264464003,127.025199789342
