집계년도,시군명,관리기관명,단속일시정보,단속장소,단속방법,데이터기준일자,단속일시_월,단속일시_연,단속일시_일,단속일시_요일,단속일시_시,단속일시_isdaytime,단속일시_season,latitude,longitude
2023,수원시,영통구청,2023-07-26 10:17:00,원천동 동수원로551번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2753922375704,127.048480640907
2023,수원시,영통구청,2023-07-26 10:17:00,원천동 동수원로551번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2753922375704,127.048480640907
2023,수원시,영통구청,2023-07-26 10:17:00,원천동 동수원로537번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2744868586626,127.047401480435
2023,수원시,영통구청,2023-07-26 10:17:00,원천동 동수원로537번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2744868586626,127.047401480435
2023,수원시,영통구청,2023-07-26 10:17:00,원천동 동수원로551번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2753922375704,127.048480640907
2023,수원시,권선구청,2023-07-26 10:18:00,호매실동 호매실로90번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2581912303031,126.963772774471
2023,수원시,영통구청,2023-07-26 10:19:00,영통동 영일로6번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2481776763296,127.077480725725
2023,수원시,영통구청,2023-07-26 10:19:00,영통동 영일로6번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2481776763296,127.077480725725
2023,수원시,영통구청,2023-07-26 10:19:00,영통동 영일로6번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2481776763296,127.077480725725
2023,수원시,영통구청,2023-07-26 10:19:00,영통동 영일로6번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2481776763296,127.077480725725
2023,수원시,영통구청,2023-07-26 10:19:00,영통동 영일로6번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2481776763296,127.077480725725
2023,수원시,권선구청,2023-07-26 10:19:00,호매실동 호매실로90번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2581912303031,126.963772774471
2023,수원시,권선구청,2023-07-26 10:19:00,호매실동 호매실로166번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2585930445682,126.961057760629
2023,수원시,영통구청,2023-07-26 10:20:00,영통동 영일로6번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2481776763296,127.077480725725
2023,수원시,팔달구청,2023-07-26 10:21:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 929-39,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2767072638676,127.035967289655
2023,수원시,팔달구청,2023-07-26 10:22:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 929-39,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2767072638676,127.035967289655
2023,수원시,팔달구청,2023-07-26 10:22:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 929-39,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2767072638676,127.035967289655
2023,수원시,영통구청,2023-07-26 10:23:00,영통동 반달로,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2502610824492,127.078963374083
2023,수원시,팔달구청,2023-07-26 10:23:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 929-39,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2767072638676,127.035967289655
2023,수원시,권선구청,2023-07-26 10:24:00,금곡동 서수원로617번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2789506362222,126.951988969428
2023,수원시,영통구청,2023-07-26 10:24:00,영통동 반달로,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2502610824492,127.078963374083
2023,수원시,영통구청,2023-07-26 10:24:00,영통동 반달로,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2502610824492,127.078963374083
2023,수원시,영통구청,2023-07-26 10:24:00,영통동 반달로,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2502610824492,127.078963374083
2023,수원시,권선구청,2023-07-26 10:24:00,경기도수원시권선구세류동 수원시 권선구 세류동 1042,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2529901223554,127.005975140924
2023,수원시,권선구청,2023-07-26 10:24:00,금곡동 서수원로617번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2789506362222,126.951988969428
2023,수원시,팔달구청,2023-07-26 10:26:00,우만동 우만동 544 소화전,국민신문고,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2843798866509,127.031878995118
2023,수원시,권선구청,2023-07-26 10:30:00,금곡동 금곡로222번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,,
2023,수원시,권선구청,2023-07-26 10:30:00,금곡동 금곡로196번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2734896680994,126.954411035868
2023,수원시,팔달구청,2023-07-26 10:34:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1043-2,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2637316608148,127.031124432557
2023,수원시,팔달구청,2023-07-26 10:34:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1043-2,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2637316608148,127.031124432557
2023,수원시,장안구청,2023-07-26 10:36:00,천천동 천천동 573-7,국민신문고,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2999894335053,126.976903875294
2023,수원시,장안구청,2023-07-26 10:37:00,천천동 천천동 573-7,국민신문고,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2999894335053,126.976903875294
2023,수원시,장안구청,2023-07-26 10:38:00,천천동 천천동 573-7,국민신문고,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2999894335053,126.976903875294
2023,수원시,장안구청,2023-07-26 10:38:00,천천동 천천동 573-7,국민신문고,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2999894335053,126.976903875294
2023,수원시,권선구청,2023-07-26 10:44:00,경기도수원시권선구세류동 수원시 권선구 세류동 980-1,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2532532771278,127.013161835356
2023,수원시,팔달구청,2023-07-26 10:46:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1143,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2603716286537,127.033277439863
2023,수원시,팔달구청,2023-07-26 10:47:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1143,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2603716286537,127.033277439863
2023,수원시,팔달구청,2023-07-26 10:47:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1143,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2603716286537,127.033277439863
2023,수원시,팔달구청,2023-07-26 10:47:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1143,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2603716286537,127.033277439863
2023,수원시,팔달구청,2023-07-26 10:48:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1126,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2603698837579,127.032749184636
2023,수원시,팔달구청,2023-07-26 10:51:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1126-10,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2600229023378,127.033037059155
2023,수원시,팔달구청,2023-07-26 10:51:00,경기도수원시팔달구인계동 수원시 팔달구 인계동 1126-10,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2600229023378,127.033037059155
2023,수원시,영통구청,2023-07-26 10:54:00,이의동 대학3로4번길,주행형,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.30061849857,127.043431185811
2023,수원시,영통구청,2023-07-26 10:56:00,경기도수원시영통구이의동 수원시 영통구 이의동 1378,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2997748387042,127.04372835124
2023,수원시,영통구청,2023-07-26 10:56:00,경기도수원시영통구이의동 수원시 영통구 이의동 1378,보행,2023-12-01,7,2023,26,Wednesday,10,morning,summer,37.2997748387042,127.04372835124
2023,수원시,권선구청,2023-07-26 11:05:00,권선동 1117,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2573876011507,127.021360772445
2023,수원시,장안구청,2023-07-26 11:14:00,천천동 천천동 540,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2962860819405,126.982716425476
2023,수원시,영통구청,2023-07-26 11:19:00,영통구 망포동 488,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2397952683532,127.061138353044
2023,수원시,권선구청,2023-07-26 11:22:00,호매실동 1313-21,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2691627014138,126.956848001518
2023,수원시,영통구청,2023-07-26 11:24:00,영통구 하동 966-1,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2938580626084,127.069111997059
2023,수원시,영통구청,2023-07-26 11:30:00,영통구 하동 1039-10,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.292803493667,127.071080825429
2023,수원시,영통구청,2023-07-26 11:32:00,영통구 영통동 1077,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2482833792715,127.076911862119
2023,수원시,영통구청,2023-07-26 11:34:00,영통구 하동 1039-14,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2923520227843,127.07056376447
2023,수원시,팔달구청,2023-07-26 11:35:00,우만동 우만동 568 교차로모퉁이,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2797364035042,127.031455091577
2023,수원시,팔달구청,2023-07-26 11:35:00,지동 지동 505 교차로모퉁이,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2798401979209,127.030441653371
2023,수원시,영통구청,2023-07-26 11:37:00,영통구 신동 934-7,국민신문고,2023-12-01,7,2023,26,Wednesday,11,morning,summer,37.2474201515918,127.043213535876
