집계년도,시군명,관리기관명,단속일시정보,단속장소,단속방법,데이터기준일자,단속일시_월,단속일시_연,단속일시_일,단속일시_요일,단속일시_시,단속일시_isdaytime,단속일시_season,latitude,longitude
2023,수원시,장안구청,2023-10-06 06:57:00,송죽동 송죽동 507,국민신문고,2023-12-01,10,2023,6,Friday,6,morning,fall,37.3008139880352,127.007774211711
2023,수원시,영통구청,2023-10-06 07:01:00,영통구 영통동 966-1,주민신고제,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2520409852761,127.069815015657
2023,수원시,장안구청,2023-10-06 07:03:00,송죽동 송죽동 511,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.3027310476346,127.005972306306
2023,수원시,권선구청,2023-10-06 07:19:00,고색동 982 횡단보도,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2422942497135,126.976940877029
2023,수원시,권선구청,2023-10-06 07:29:00,권선동 1280-1 소화전,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2520148390408,127.030501467164
2023,수원시,장안구청,2023-10-06 07:31:00,영화동 영화동 304,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2914116788914,127.010996965026
2023,수원시,권선구청,2023-10-06 07:37:00,구운동 903-10 인도,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2838737048497,126.971380251454
2023,수원시,권선구청,2023-10-06 07:37:00,탑동 746-1 소화전,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2731153672233,126.97133494018
2023,수원시,팔달구청,2023-10-06 07:40:00,화서동 화서동 699-7 교차로모퉁이,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2897628886377,126.988266521093
2023,수원시,장안구청,2023-10-06 07:44:00,정자동 정자동 948,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2900153971487,126.990720343902
2023,수원시,장안구청,2023-10-06 07:47:00,정자동 정자동 948,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2900153971487,126.990720343902
2023,수원시,권선구청,2023-10-06 07:49:00,권선동 1233 횡단보도,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2549049971471,127.034853822541
2023,수원시,영통구청,2023-10-06 07:58:00,영통구 하동 957-2,주민신고제,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2945126415488,127.069154324945
2023,수원시,팔달구청,2023-10-06 07:59:00,우만동 우만동 500 소화전,국민신문고,2023-12-01,10,2023,6,Friday,7,morning,fall,37.2868103663919,127.032477249208
2023,수원시,영통구청,2023-10-06 08:00:00,영통구 신동 338,주민신고제,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2486759046923,127.056928373149
2023,수원시,영통구청,2023-10-06 08:03:00,영통구 원천동 434-5,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2653984331129,127.066637540287
2023,수원시,영통구청,2023-10-06 08:04:00,영통구 영통동 1114,주민신고제,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2444044457154,127.060318642005
2023,수원시,영통구청,2023-10-06 08:04:00,영통구 매탄동 1190,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.256202566448,127.037864042339
2023,수원시,권선구청,2023-10-06 08:11:00,탑동 759-13 인도,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2754286164094,126.976707862068
2023,수원시,장안구청,2023-10-06 08:19:00,연무동 연무동 270,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2945632230985,127.025229191356
2023,수원시,장안구청,2023-10-06 08:19:00,연무동 연무동 270,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2945632230985,127.025229191356
2023,수원시,권선구청,2023-10-06 08:20:00,권선동 1069 인도,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2601137609569,127.022047391467
2023,수원시,권선구청,2023-10-06 08:21:00,세류동 992-16 교차로모퉁이,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2522794549119,127.012072130794
2023,수원시,장안구청,2023-10-06 08:35:00,조원동 조원동 804,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.3017101179009,127.012468370143
2023,수원시,팔달구청,2023-10-06 08:36:00,지동 지동 168-7 소화전,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2810297935655,127.026916429116
2023,수원시,권선구청,2023-10-06 08:39:00,권선동 1362 횡단보도,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2472915686428,127.027544284221
2023,수원시,권선구청,2023-10-06 08:51:00,탑동 800-1 소화전,국민신문고,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2724620125467,126.976166343514
2023,수원시,권선구청,2023-10-06 08:54:00,경기도수원시권선구오목천동 수원시 권선구 오목천동 961-1,보행,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2413984118408,126.968969505047
2023,수원시,권선구청,2023-10-06 08:55:00,경기도수원시권선구오목천동 수원시 권선구 오목천동 961-1,보행,2023-12-01,10,2023,6,Friday,8,morning,fall,37.2413984118408,126.968969505047
2023,수원시,팔달구청,2023-10-06 09:03:00,인계동 인계동 985-17 교차로모퉁이,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2684912463691,127.023673550778
2023,수원시,권선구청,2023-10-06 09:05:00,경기도수원시권선구고색동 수원시 권선구 고색동 131-3,보행,2023-12-01,10,2023,6,Friday,9,morning,fall,,
2023,수원시,권선구청,2023-10-06 09:05:00,경기도수원시권선구고색동 수원시 권선구 고색동 130-5,보행,2023-12-01,10,2023,6,Friday,9,morning,fall,,
2023,수원시,팔달구청,2023-10-06 09:05:00,인계동 인계동 1083 교차로모퉁이,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2675954484605,127.023585445001
2023,수원시,팔달구청,2023-10-06 09:29:00,인계동 인계동 1124 횡단보도,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.263276183657,127.033118296319
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:30:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,팔달구청,2023-10-06 09:30:00,인계동 인계동 1124-1 횡단보도,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2628692236276,127.032972240216
2023,수원시,권선구청,2023-10-06 09:31:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:31:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:31:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,장안구청,2023-10-06 09:31:00,조원동 조원동 868,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.301700530986,127.019422786243
2023,수원시,권선구청,2023-10-06 09:32:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:32:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:32:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:32:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:32:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:32:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,권선구청,2023-10-06 09:32:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,장안구청,2023-10-06 09:32:00,천천동 천천동 540,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2962860819405,126.982716425476
2023,수원시,권선구청,2023-10-06 09:33:00,권선동 권선로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2614835918534,127.021690768437
2023,수원시,영통구청,2023-10-06 09:34:00,영통구 원천동77-89,주민신고제,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2753749124388,127.048100540366
2023,수원시,장안구청,2023-10-06 09:43:00,정자동 송정로104번길,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2948399411155,127.008928595097
2023,수원시,영통구청,2023-10-06 09:43:00,영통구 원천동327-2,주민신고제,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2651296424892,127.066173163419
2023,수원시,팔달구청,2023-10-06 09:44:00,팔달로3가 팔달로3가 29-3 교차로모퉁이,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2758223435928,127.017117995834
2023,수원시,장안구청,2023-10-06 09:45:00,정자동 송정로90번길,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2946780251079,127.007634746167
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:50:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,팔달구청,2023-10-06 09:50:00,인계동 인계동 1099 인도,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2676422410368,127.030202917079
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로136번길,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:51:00,신동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,37.2483789965531,127.055438654318
2023,수원시,영통구청,2023-10-06 09:52:00,망포동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,,
2023,수원시,영통구청,2023-10-06 09:52:00,망포동 신원로,주행형,2023-12-01,10,2023,6,Friday,9,morning,fall,,
2023,수원시,장안구청,2023-10-06 09:54:00,송죽동 송죽동 511,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.3027310476346,127.005972306306
2023,수원시,장안구청,2023-10-06 09:54:00,송죽동 송죽동 511,국민신문고,2023-12-01,10,2023,6,Friday,9,morning,fall,37.3027310476346,127.005972306306
2023,수원시,장안구청,2023-10-06 10:00:00,연무동 창훈로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.296192456666,127.030315720689
2023,수원시,영통구청,2023-10-06 10:00:00,영통구 영통동1115,주민신고제,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2444487967881,127.060633016137
2023,수원시,팔달구청,2023-10-06 10:00:00,인계동 인계동 1122-11 교차로모퉁이,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2614640249992,127.03463081706
2023,수원시,장안구청,2023-10-06 10:01:00,연무동 창훈로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.296192456666,127.030315720689
2023,수원시,장안구청,2023-10-06 10:01:00,연무동 창훈로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.296192456666,127.030315720689
2023,수원시,장안구청,2023-10-06 10:01:00,연무동 창훈로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.296192456666,127.030315720689
2023,수원시,장안구청,2023-10-06 10:01:00,연무동 연무로42번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2962764271206,127.027770672453
2023,수원시,장안구청,2023-10-06 10:01:00,연무동 연무로42번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2962764271206,127.027770672453
2023,수원시,장안구청,2023-10-06 10:01:00,연무동 연무로42번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2962764271206,127.027770672453
2023,수원시,장안구청,2023-10-06 10:01:00,연무동 연무로42번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2962764271206,127.027770672453
2023,수원시,장안구청,2023-10-06 10:02:00,연무동 창룡대로207번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.296277616387,127.032643163856
2023,수원시,장안구청,2023-10-06 10:02:00,연무동 창훈로40번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2961847305065,127.031267274361
2023,수원시,장안구청,2023-10-06 10:02:00,연무동 창훈로40번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2961847305065,127.031267274361
2023,수원시,장안구청,2023-10-06 10:03:00,연무동 창훈로8번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2932253022902,127.031833442518
2023,수원시,장안구청,2023-10-06 10:03:00,연무동 창룡대로207번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.296277616387,127.032643163856
2023,수원시,장안구청,2023-10-06 10:03:00,연무동 창룡대로207번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.296277616387,127.032643163856
2023,수원시,영통구청,2023-10-06 10:04:00,영통구 매탄동1316,주민신고제,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2598850277671,127.045802051713
2023,수원시,장안구청,2023-10-06 10:05:00,조원동 조원동 904,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.3021611818147,127.009500981193
2023,수원시,장안구청,2023-10-06 10:05:00,조원동 조원동 904,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.3021611818147,127.009500981193
2023,수원시,팔달구청,2023-10-06 10:05:00,팔달로2가 팔달로2가 49 소화전,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2782738950753,127.017720899176
2023,수원시,팔달구청,2023-10-06 10:07:00,지동 지동 280-2 인도,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2797954778452,127.023891220685
2023,수원시,팔달구청,2023-10-06 10:07:00,지동 지동 280-2 인도,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2797954778452,127.023891220685
2023,수원시,장안구청,2023-10-06 10:07:00,조원동 조원동 903,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.3027997689728,127.010306069907
2023,수원시,팔달구청,2023-10-06 10:10:00,화서동 화서동 244-15 인도,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2824416838205,126.994553421025
2023,수원시,영통구청,2023-10-06 10:11:00,원천동 매영로199번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2640673201784,127.064364176294
2023,수원시,영통구청,2023-10-06 10:11:00,원천동 매영로199번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2640673201784,127.064364176294
2023,수원시,영통구청,2023-10-06 10:11:00,원천동 매영로199번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2640673201784,127.064364176294
2023,수원시,영통구청,2023-10-06 10:11:00,원천동 매영로199번길,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2640673201784,127.064364176294
2023,수원시,장안구청,2023-10-06 10:12:00,천천동 천천동 554,국민신문고,2023-12-01,10,2023,6,Friday,10,morning,fall,37.3041586220852,126.976463373892
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:13:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:14:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:14:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:14:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:14:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:14:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
2023,수원시,영통구청,2023-10-06 10:14:00,이의동 센트럴타운로,주행형,2023-12-01,10,2023,6,Friday,10,morning,fall,37.2900239743999,127.053431696605
